"تتلاحق,1.0,1.0,7.827175954915466E-5"
"الاحداث,2.0,1.0,1.5654351909830932E-4"
"لتشملحرب,1.0,1.0,7.827175954915466E-5"
"التطهير,1.0,1.0,7.827175954915466E-5"
"العرقي,1.0,1.0,7.827175954915466E-5"
"لفلسطين,3.0,1.0,2.34815278647464E-4"
"1947–48،,1.0,1.0,7.827175954915466E-5"
"وبدايةالغزو,1.0,1.0,7.827175954915466E-5"
"اليهودي,1.0,1.0,7.827175954915466E-5"
"لفلسطين,3.0,1.0,2.34815278647464E-4"
"في,372.0,1.0,0.029117094552285536"
"1948والحرب،,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"خضم,1.0,1.0,7.827175954915466E-5"
"الأحداث,12.0,1.0,9.39261114589856E-4"
"يضيع,1.0,1.0,7.827175954915466E-5"
"الطفل,1.0,1.0,7.827175954915466E-5"
"""رشدي"",2.0,1.0,1.5654351909830932E-4"
"وهو,22.0,1.0,0.0017219787100814026"
"ابن,5.0,1.0,3.913587977457733E-4"
"""خضرة"",3.0,1.0,2.34815278647464E-4"
"خلال,27.0,1.0,0.002113337507827176"
"الحرب،,2.0,1.0,1.5654351909830932E-4"
"وينتهي,1.0,1.0,7.827175954915466E-5"
"أمر,2.0,1.0,1.5654351909830932E-4"
"الأسرة,11.0,1.0,8.609893550407013E-4"
"بعد,38.0,1.0,0.002974326862867877"
"الحرب,5.0,1.0,3.913587977457733E-4"
"فيمخيمات,1.0,1.0,7.827175954915466E-5"
"اللاجئين.,1.0,1.0,7.827175954915466E-5"
"ومن,24.0,1.0,0.001878522229179712"
"تلك,20.0,1.0,0.0015654351909830933"
"المرحلة,6.0,1.0,4.69630557294928E-4"
"تبدأ,4.0,1.0,3.1308703819661864E-4"
"نقطة,3.0,1.0,2.34815278647464E-4"
"انطلاق,4.0,1.0,3.1308703819661864E-4"
"جديدة,7.0,1.0,5.479023168440826E-4"
"لأحداث,1.0,1.0,7.827175954915466E-5"
"المسلسل,45.0,1.0,0.0035222291797119597"
"مع,44.0,1.0,0.0034439574201628053"
"جيل,2.0,1.0,1.5654351909830932E-4"
"جديد,4.0,1.0,3.1308703819661864E-4"
"من,316.0,1.0,0.024733876017532873"
"الأحفاد,1.0,1.0,7.827175954915466E-5"
"الذين,10.0,1.0,7.827175954915466E-4"
"كبروا,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"أسرة,3.0,1.0,2.34815278647464E-4"
"عائلة,6.0,1.0,4.69630557294928E-4"
"""اليونس"",2.0,1.0,1.5654351909830932E-4"
"في,372.0,1.0,0.029117094552285536"
"مخيم,4.0,1.0,3.1308703819661864E-4"
"اللاجئين،,1.0,1.0,7.827175954915466E-5"
"الأستاذ,2.0,1.0,1.5654351909830932E-4"
"""علي"",4.0,1.0,3.1308703819661864E-4"
"يصبح,4.0,1.0,3.1308703819661864E-4"
"دكتوراً,1.0,1.0,7.827175954915466E-5"
"جامعياً،,1.0,1.0,7.827175954915466E-5"
"و""أبو,2.0,1.0,1.5654351909830932E-4"
"صالح"",28.0,1.0,0.0021916092673763305"
"يعمل,2.0,1.0,1.5654351909830932E-4"
"في,372.0,1.0,0.029117094552285536"
"دكانه,1.0,1.0,7.827175954915466E-5"
"الصغير,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"المخيم،,1.0,1.0,7.827175954915466E-5"
"وتظهر,1.0,1.0,7.827175954915466E-5"
"بهذه,4.0,1.0,3.1308703819661864E-4"
"المرحلة,6.0,1.0,4.69630557294928E-4"
"شخصيات,10.0,1.0,7.827175954915466E-4"
"جديدة،,2.0,1.0,1.5654351909830932E-4"
"ثم,36.0,1.0,0.002817783343769568"
"ما,75.0,1.0,0.0058703819661865995"
"تلبث,1.0,1.0,7.827175954915466E-5"
"الأحداث,12.0,1.0,9.39261114589856E-4"
"أن,178.0,1.0,0.01393237319974953"
"تتسارع,1.0,1.0,7.827175954915466E-5"
"حتى,28.0,1.0,0.0021916092673763305"
"تأتي,1.0,1.0,7.827175954915466E-5"
"نكسةحرب,1.0,1.0,7.827175954915466E-5"
"حزيران,2.0,1.0,1.5654351909830932E-4"
"1967،,2.0,1.0,1.5654351909830932E-4"
"فيُهجّر,1.0,1.0,7.827175954915466E-5"
"أهل,4.0,1.0,3.1308703819661864E-4"
"المخيم,1.0,1.0,7.827175954915466E-5"
"من,316.0,1.0,0.024733876017532873"
"جديد،,3.0,1.0,2.34815278647464E-4"
"ويرفض,1.0,1.0,7.827175954915466E-5"
"""أبوصالح"",1.0,1.0,7.827175954915466E-5"
"الهجرة,3.0,1.0,2.34815278647464E-4"
"مرة,6.0,1.0,4.69630557294928E-4"
"أخرى.,3.0,1.0,2.34815278647464E-4"
"ثم,36.0,1.0,0.002817783343769568"
"تبدأ,4.0,1.0,3.1308703819661864E-4"
"أحداث,6.0,1.0,4.69630557294928E-4"
"نهاية,5.0,1.0,3.913587977457733E-4"
"المسلسل,45.0,1.0,0.0035222291797119597"
"التي,97.0,1.0,0.007592360676268003"
"تركت,2.0,1.0,1.5654351909830932E-4"
"مفتوحة,5.0,1.0,3.913587977457733E-4"
"مع,44.0,1.0,0.0034439574201628053"
"عودة,1.0,1.0,7.827175954915466E-5"
"روح,1.0,1.0,7.827175954915466E-5"
"المقاومة,7.0,1.0,5.479023168440826E-4"
"من,316.0,1.0,0.024733876017532873"
"جديد،,3.0,1.0,2.34815278647464E-4"
"حيث,12.0,1.0,9.39261114589856E-4"
"كانت,27.0,1.0,0.002113337507827176"
"النهاية,7.0,1.0,5.479023168440826E-4"
"مع,44.0,1.0,0.0034439574201628053"
"الحفيد,1.0,1.0,7.827175954915466E-5"
"الذي,51.0,1.0,0.003991859737006888"
"كَبر,1.0,1.0,7.827175954915466E-5"
"""رشدي"",2.0,1.0,1.5654351909830932E-4"
"-لعب,1.0,1.0,7.827175954915466E-5"
"دوره,10.0,1.0,7.827175954915466E-4"
"المخرجحاتم,1.0,1.0,7.827175954915466E-5"
"علي-,1.0,1.0,7.827175954915466E-5"
"والذي,7.0,1.0,5.479023168440826E-4"
"أخرج,1.0,1.0,7.827175954915466E-5"
"بندقية,3.0,1.0,2.34815278647464E-4"
"والده,4.0,1.0,3.1308703819661864E-4"
"من,316.0,1.0,0.024733876017532873"
"مخبئها,1.0,1.0,7.827175954915466E-5"
"والتي,9.0,1.0,7.04445835942392E-4"
"استخدمها,1.0,1.0,7.827175954915466E-5"
"سابقاً,1.0,1.0,7.827175954915466E-5"
"والده,4.0,1.0,3.1308703819661864E-4"
"وعمه,1.0,1.0,7.827175954915466E-5"
"""حسن"",1.0,1.0,7.827175954915466E-5"
"-أدّى,1.0,1.0,7.827175954915466E-5"
"دورهباسل,1.0,1.0,7.827175954915466E-5"
"خياط-,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"مقاومة,3.0,1.0,2.34815278647464E-4"
"الاحتلال،,1.0,1.0,7.827175954915466E-5"
"ليكون,2.0,1.0,1.5654351909830932E-4"
"المشهد,3.0,1.0,2.34815278647464E-4"
"واضحاً,1.0,1.0,7.827175954915466E-5"
"بالتعبير,1.0,1.0,7.827175954915466E-5"
"عن,68.0,1.0,0.005322479649342517"
"مواصلة,1.0,1.0,7.827175954915466E-5"
"المقاومة.,1.0,1.0,7.827175954915466E-5"
"قدّم,2.0,1.0,1.5654351909830932E-4"
"وليد,31.0,1.0,0.0024264245460237947"
"سيف,12.0,1.0,9.39261114589856E-4"
"الدراما,16.0,1.0,0.0012523481527864746"
"الأهم,2.0,1.0,1.5654351909830932E-4"
"حتى,28.0,1.0,0.0021916092673763305"
"اللحظة,4.0,1.0,3.1308703819661864E-4"
"من,316.0,1.0,0.024733876017532873"
"حيث,12.0,1.0,9.39261114589856E-4"
"تناولها,1.0,1.0,7.827175954915466E-5"
"تغريبة,1.0,1.0,7.827175954915466E-5"
"الفلسطينيين,8.0,1.0,6.261740763932373E-4"
"في,372.0,1.0,0.029117094552285536"
"وطنهم,1.0,1.0,7.827175954915466E-5"
"والشّتات,1.0,1.0,7.827175954915466E-5"
"بدءاً,2.0,1.0,1.5654351909830932E-4"
"من,316.0,1.0,0.024733876017532873"
"الثورة,9.0,1.0,7.04445835942392E-4"
"الفلسطينية,56.0,1.0,0.004383218534752661"
"الكبرى,4.0,1.0,3.1308703819661864E-4"
"في,372.0,1.0,0.029117094552285536"
"ثلاثينيات,3.0,1.0,2.34815278647464E-4"
"القرن,5.0,1.0,3.913587977457733E-4"
"الماضي,9.0,1.0,7.04445835942392E-4"
"وصولاً,1.0,1.0,7.827175954915466E-5"
"إلى,142.0,1.0,0.011114589855979962"
"نكسة,2.0,1.0,1.5654351909830932E-4"
"حزيران,2.0,1.0,1.5654351909830932E-4"
"وما,10.0,1.0,7.827175954915466E-4"
"تبعها.,1.0,1.0,7.827175954915466E-5"
"قصّة,2.0,1.0,1.5654351909830932E-4"
"اللجوء,1.0,1.0,7.827175954915466E-5"
"الأطول,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"العالم،,2.0,1.0,1.5654351909830932E-4"
"قصة,15.0,1.0,0.00117407639323732"
"حزينة,1.0,1.0,7.827175954915466E-5"
"لا,57.0,1.0,0.004461490294301816"
"تترك,1.0,1.0,7.827175954915466E-5"
"من,316.0,1.0,0.024733876017532873"
"يشاهدها,1.0,1.0,7.827175954915466E-5"
"إلا,18.0,1.0,0.001408891671884784"
"وتصنعه,1.0,1.0,7.827175954915466E-5"
"من,316.0,1.0,0.024733876017532873"
"جديد،,3.0,1.0,2.34815278647464E-4"
"دراما,3.0,1.0,2.34815278647464E-4"
"كلّفت,1.0,1.0,7.827175954915466E-5"
"وليد,31.0,1.0,0.0024264245460237947"
"سيف,12.0,1.0,9.39261114589856E-4"
"زهاء,1.0,1.0,7.827175954915466E-5"
"ثلاث,3.0,1.0,2.34815278647464E-4"
"سنوات,5.0,1.0,3.913587977457733E-4"
"من,316.0,1.0,0.024733876017532873"
"أجل,10.0,1.0,7.827175954915466E-4"
"كتابتها،,1.0,1.0,7.827175954915466E-5"
"وكلّفتنا,1.0,1.0,7.827175954915466E-5"
"دموعَ,1.0,1.0,7.827175954915466E-5"
"حزن,1.0,1.0,7.827175954915466E-5"
"بعد,38.0,1.0,0.002974326862867877"
"فرح.,1.0,1.0,7.827175954915466E-5"
"العمل,28.0,1.0,0.0021916092673763305"
"السوري,4.0,1.0,3.1308703819661864E-4"
"الذي,51.0,1.0,0.003991859737006888"
"يتناول,6.0,1.0,4.69630557294928E-4"
"حياة,5.0,1.0,3.913587977457733E-4"
"الفلسطيني,16.0,1.0,0.0012523481527864746"
"بكافة,2.0,1.0,1.5654351909830932E-4"
"تنوعاته,1.0,1.0,7.827175954915466E-5"
"كان,58.0,1.0,0.004539762053850971"
"الأول,5.0,1.0,3.913587977457733E-4"
"من,316.0,1.0,0.024733876017532873"
"نوعه,1.0,1.0,7.827175954915466E-5"
"الذي,51.0,1.0,0.003991859737006888"
"يمسك,1.0,1.0,7.827175954915466E-5"
"بتفاصيل,1.0,1.0,7.827175954915466E-5"
"تلك,20.0,1.0,0.0015654351909830933"
"الحياة,3.0,1.0,2.34815278647464E-4"
"التي,97.0,1.0,0.007592360676268003"
"لم,39.0,1.0,0.003052598622417032"
"نكن,1.0,1.0,7.827175954915466E-5"
"نعلم,1.0,1.0,7.827175954915466E-5"
"عنها,3.0,1.0,2.34815278647464E-4"
"الكثير،,1.0,1.0,7.827175954915466E-5"
"فكان,6.0,1.0,4.69630557294928E-4"
"سيناريو,2.0,1.0,1.5654351909830932E-4"
"المسلسل,45.0,1.0,0.0035222291797119597"
"مبنياً,1.0,1.0,7.827175954915466E-5"
"على,192.0,1.0,0.015028177833437696"
"حقائق,1.0,1.0,7.827175954915466E-5"
"موّثقة,1.0,1.0,7.827175954915466E-5"
"مكتوبة,1.0,1.0,7.827175954915466E-5"
"وشفوية،,1.0,1.0,7.827175954915466E-5"
"استغرق,2.0,1.0,1.5654351909830932E-4"
"البحث,3.0,1.0,2.34815278647464E-4"
"فيها,13.0,1.0,0.0010175328741390106"
"مدة,2.0,1.0,1.5654351909830932E-4"
"طويلة؛,1.0,1.0,7.827175954915466E-5"
"بدأها,2.0,1.0,1.5654351909830932E-4"
"وأنهاها,1.0,1.0,7.827175954915466E-5"
"وليد,31.0,1.0,0.0024264245460237947"
"سيف,12.0,1.0,9.39261114589856E-4"
"ابن,5.0,1.0,3.913587977457733E-4"
"مدينة,3.0,1.0,2.34815278647464E-4"
"طولكرم,3.0,1.0,2.34815278647464E-4"
"الفلسطينية,56.0,1.0,0.004383218534752661"
"في,372.0,1.0,0.029117094552285536"
"ثمانينيات,1.0,1.0,7.827175954915466E-5"
"القرن,5.0,1.0,3.913587977457733E-4"
"الماضي.,1.0,1.0,7.827175954915466E-5"
"شاركه,1.0,1.0,7.827175954915466E-5"
"المخرج,6.0,1.0,4.69630557294928E-4"
"حاتم,19.0,1.0,0.0014871634314339386"
"علي,13.0,1.0,0.0010175328741390106"
"في,372.0,1.0,0.029117094552285536"
"تحويل,1.0,1.0,7.827175954915466E-5"
"تلك,20.0,1.0,0.0015654351909830933"
"الشهادات,1.0,1.0,7.827175954915466E-5"
"إلى,142.0,1.0,0.011114589855979962"
"عمل,10.0,1.0,7.827175954915466E-4"
"درامي,6.0,1.0,4.69630557294928E-4"
"مصوّر,1.0,1.0,7.827175954915466E-5"
"كان,58.0,1.0,0.004539762053850971"
"فيه,16.0,1.0,0.0012523481527864746"
"على,192.0,1.0,0.015028177833437696"
"درجة,1.0,1.0,7.827175954915466E-5"
"عالية,1.0,1.0,7.827175954915466E-5"
"من,316.0,1.0,0.024733876017532873"
"الأمانة,1.0,1.0,7.827175954915466E-5"
"في,372.0,1.0,0.029117094552285536"
"نقل,2.0,1.0,1.5654351909830932E-4"
"الشخصيات,7.0,1.0,5.479023168440826E-4"
"المكتوبة,2.0,1.0,1.5654351909830932E-4"
"وتحويلها,1.0,1.0,7.827175954915466E-5"
"إلى,142.0,1.0,0.011114589855979962"
"أجساد,1.0,1.0,7.827175954915466E-5"
"تعذّبت,1.0,1.0,7.827175954915466E-5"
"وعذّبتنا,1.0,1.0,7.827175954915466E-5"
"معها,5.0,1.0,3.913587977457733E-4"
"بواقعية,1.0,1.0,7.827175954915466E-5"
"وإنصاف,1.0,1.0,7.827175954915466E-5"
"واتّساق,1.0,1.0,7.827175954915466E-5"
"قلّ,2.0,1.0,1.5654351909830932E-4"
"مثيله،,1.0,1.0,7.827175954915466E-5"
"وهو,22.0,1.0,0.0017219787100814026"
"ليس,21.0,1.0,0.001643706950532248"
"التّعاون,1.0,1.0,7.827175954915466E-5"
"الأول,5.0,1.0,3.913587977457733E-4"
"بين,29.0,1.0,0.0022698810269254853"
"الرجلين.,1.0,1.0,7.827175954915466E-5"
"لم,39.0,1.0,0.003052598622417032"
"يكن,6.0,1.0,4.69630557294928E-4"
"مسلسل,29.0,1.0,0.0022698810269254853"
"التّغريبة,4.0,1.0,3.1308703819661864E-4"
"الفلسطينية,56.0,1.0,0.004383218534752661"
"قصّة,2.0,1.0,1.5654351909830932E-4"
"تستهدف,1.0,1.0,7.827175954915466E-5"
"الفلسطينيين,8.0,1.0,6.261740763932373E-4"
"وحدهم،,1.0,1.0,7.827175954915466E-5"
"بل,25.0,1.0,0.0019567939887288666"
"هو,43.0,1.0,0.003365685660613651"
"عمل,10.0,1.0,7.827175954915466E-4"
"يمكنه,1.0,1.0,7.827175954915466E-5"
"أن,178.0,1.0,0.01393237319974953"
"يمسّ,1.0,1.0,7.827175954915466E-5"
"أي,14.0,1.0,0.0010958046336881652"
"صاحب,2.0,1.0,1.5654351909830932E-4"
"ذائقة,2.0,1.0,1.5654351909830932E-4"
"مهما,3.0,1.0,2.34815278647464E-4"
"كانت,27.0,1.0,0.002113337507827176"
"علاقته,2.0,1.0,1.5654351909830932E-4"
"بالقضية,2.0,1.0,1.5654351909830932E-4"
"الفلسطينية,56.0,1.0,0.004383218534752661"
"ضعيفة,1.0,1.0,7.827175954915466E-5"
"أو,42.0,1.0,0.003287413901064496"
"حتى,28.0,1.0,0.0021916092673763305"
"مقطوعة.,1.0,1.0,7.827175954915466E-5"
"يركز,1.0,1.0,7.827175954915466E-5"
"العمل,28.0,1.0,0.0021916092673763305"
"على,192.0,1.0,0.015028177833437696"
"شخصيةأحمد,1.0,1.0,7.827175954915466E-5"
"صالح,11.0,1.0,8.609893550407013E-4"
"الشّيخ,2.0,1.0,1.5654351909830932E-4"
"يونس,3.0,1.0,2.34815278647464E-4"
"""أبو,38.0,1.0,0.002974326862867877"
"صالح""الذي,1.0,1.0,7.827175954915466E-5"
